energy,cross_section
1e-05,113.331518
1.103037e-05,107.908505
1.216691e-05,102.744988
1.342055e-05,97.8285493
1.480336e-05,93.147367
1.632865e-05,88.6901834
1.801111e-05,84.4462799
1.986691e-05,80.405451
2.191394e-05,76.5579793
2.417189e-05,72.8946125
2.666248e-05,69.406541
2.940971e-05,66.0853769
3.243999e-05,62.9231334
3.578251e-05,59.912206
3.946943e-05,57.0453541
4.353624e-05,54.3156836
4.802208e-05,51.7166303
5.297013e-05,49.241944
5.842801e-05,46.8856735
6.444825e-05,44.6421528
7.108881e-05,42.5059864
7.841358e-05,40.4720375
8.649308e-05,38.535415
9.540506e-05,36.6914614
0.0001052353,34.9357426
0.0001160784,33.2640365
0.0001280388,31.6723232
0.0001412315,30.1567747
0.0001557836,28.7137463
0.0001718351,27.3397683
0.0001895404,26.0315363
0.0002090701,24.7859044
0.000230612,23.5998771
0.0002543736,22.4706022
0.0002805835,21.3953643
0.0003094939,20.3715772
0.0003413832,19.3967794
0.0003765583,18.4686265
0.0004153577,17.5848864
0.0004581549,16.7434341
0.0005053618,15.9422462
0.0005574328,15.1793957
0.0006148689,14.4530483
0.0006782232,13.7614573
0.0007481052,13.1029596
0.0008251877,12.4759715
0.0009102125,11.8789854
0.001003998,11.3105655
0.0011074469,10.7693451
0.0012215549,10.2540225
0.0013474202,9.7633587
0.0014862542,9.29617348
0.0016393933,8.85134355
0.0018083114,8.42779908
0.0019946343,8.02452159
0.0022001553,7.64054131
0.0024268526,7.27493488
0.0026769081,6.92682304
0.0029527286,6.59536871
0.0032569687,6.27977481
0.0035925568,5.97928218
0.0039627229,5.69316869
0.0043710298,5.42074571
0.0048214074,5.16135865
0.0053181905,4.91438326
0.0058661607,4.67922621
0.006470592,4.45532145
0.007137302,4.24213129
0.0078727078,4.03914303
0.0086838876,3.84586929
0.0095786489,3.66184671
0.0105656037,3.48663598
0.0116542513,3.31982008
0.0128550698,3.16100534
0.014179617,3.00981725
0.0156406415,2.86589756
0.0172522055,2.72889705
0.0190298201,2.59847174
0.0209905947,2.4742846
0.0231534016,2.35601272
0.0252418805,2.25651384
0.0253,2.2539219
0.0279068348,2.14609667
0.03078227,2.04338985
0.0339539812,1.94557254
0.0374524958,1.85247237
0.0413114868,1.76390012
0.0455680964,1.67960683
0.050263294,1.59929845
0.0554422705,1.52273786
0.061154873,1.44978517
0.0674560846,1.38032187
0.0744065538,1.31420983
0.0820731781,1.25132884
0.0905297481,1.1915629
0.0998576572,1.13466193
0.1101466856,1.08036062
0.1214958641,1.02859298
0.1340144274,0.979307264
0.1478228652,0.932396931
0.1630540823,0.887784983
0.1798546777,0.845452356
0.1997857927,0.802261718
