energy,cross_section
1e-05,193389.152809265
1.103037e-05,184135.310390438
1.216691e-05,175324.27250261098
1.342055e-05,166934.85091918902
1.480336e-05,158946.870520175
1.632865e-05,151341.12128697397
1.801111e-05,144099.31429769497
1.986691e-05,137204.03472227
2.191394e-05,130638.699818273
2.417189e-05,124387.520926638
2.666248e-05,118435.46746758399
2.940971e-05,112768.224937248
3.243999e-05,107372.163903314
3.578251e-05,102234.31000224699
3.946943e-05,97342.306935737
4.353624e-05,92684.390267486
4.802208e-05,88249.359020532
5.297013e-05,84026.54777409999
5.842801e-05,80005.80166106799
6.444825e-05,76177.451765401
7.108881e-05,72532.291619654
7.841358e-05,69061.555602698
8.649308e-05,65756.89723747001
9.540506e-05,62610.369488873
0.0001052353,59614.405961769
0.0001160784,56761.801599071
0.0001280388,54045.696879931
0.0001412315,51459.560117966
0.0001557836,48997.171959661
0.0001718351,46652.611282751
0.0001895404,44420.239594766004
0.0002090701,42294.688931589
0.000230612,40270.847356074
0.0002543736,38343.84835677499
0.0002805835,36509.057746754006
0.0003094939,34762.063262336
0.0003413832,33098.664062068
0.0003765583,31514.859525598
0.0004153577,30006.841252672
0.0004581549,28570.982962223
0.0005053618,27203.831291418
0.0005574328,25902.098994756
0.0006148689,24662.65544331
0.0006782232,23482.520123865
0.0007481052,22358.855238194
0.0008251877,21288.958102343
0.0009102125,20270.256445988998
0.001003998,19300.30021168
0.0011074469,18376.757054356996
0.0012215549,17497.40584063
0.0013474202,16660.132148319004
0.0014862542,15862.922365862
0.0016393933,15103.859691865
0.0018083114,14381.118334488
0.0019946343,13692.960511191
0.0022001553,13037.731148087
0.0024268526,12413.854979666
0.0026769081,11819.831348325999
0.0029527286,11254.232104026001
0.0032569687,10715.697003858999
0.0035925568,10202.930711858
0.0039627229,9714.700538476
0.0043710298,9249.832350458002
0.0048214074,8807.208180358999
0.0053181905,8385.763706424
0.0058661607,7984.485492225
0.006470592,7602.408446443
0.007137302,7238.614032572999
0.0078727078,6892.227088746
0.0086838876,6562.4149975006
0.0095786489,6248.3845655454
0.0105656037,5949.3804535715
0.0116542513,5664.683936069099
0.0128550698,5393.6100911082995
0.014179617,5135.5073802662
0.0156406415,4889.7550683353
0.0172522055,4655.762053234701
0.0190298201,4432.965745854501
0.0209905947,4220.8303499069
0.0231534016,4018.8459217776
0.0252418805,3848.9874096177005
0.0253,3844.5635649504998
0.0279068348,3660.5835307861003
0.03078227,3485.4070426389994
0.0339539812,3318.6130460513
0.0374524958,3159.8003087321003
0.0413114868,3008.5872303593
0.0455680964,2864.6106825487
0.050263294,2727.5254688934997
0.0554422705,2597.0042048518
0.061154873,2472.7371077868997
0.0674560846,2354.4322669539
0.0744065538,2241.8138533341
0.0820731781,2134.619879319
0.0905297481,2032.5947380679002
0.0998576572,1935.4826727091001
0.1101466856,1843.0248861226
0.1214958641,1754.966801647
0.1340144274,1671.0706344285002
0.1478228652,1591.1287925433
0.1630540823,1514.9729080943998
0.1798546777,1442.4418039608001
0.1983863551,1373.3984259365
0.21882748,1307.6818274383
