energy,cross_section
1e-05,16.7288184
1.103037e-05,15.9283297
1.216691e-05,15.166145
1.342055e-05,14.4404316
1.480336e-05,13.7494442
1.632865e-05,13.0915212
1.801111e-05,12.4650804
1.986691e-05,11.8686153
2.191394e-05,11.3006916
2.417189e-05,10.7599435
2.666248e-05,10.2450708
2.940971e-05,9.75483508
3.243999e-05,9.28805762
3.578251e-05,8.84361588
3.946943e-05,8.42044106
4.353624e-05,8.01751553
4.802208e-05,7.63387034
5.297013e-05,7.26858292
5.842801e-05,6.92077481
6.444825e-05,6.58960964
7.108881e-05,6.27429101
7.841358e-05,5.97406065
8.649308e-05,5.68819658
9.540506e-05,5.41601136
0.0001052353,5.15685044
0.0001160784,4.9100906
0.0001280388,4.67513843
0.0001412315,4.45142894
0.0001557836,4.23842414
0.0001718351,4.0356118
0.0001895404,3.84250422
0.0002090701,3.65863701
0.000230612,3.483568
0.0002543736,3.3168762
0.0002805835,3.15816075
0.0003094939,3.00703997
0.0003413832,2.86315046
0.0003765583,2.72614618
0.0004153577,2.59569768
0.0004581549,2.47149126
0.0005053618,2.35322822
0.0005574328,2.24062418
0.0006148689,2.13340833
0.0006782232,2.03132286
0.0007481052,1.93412227
0.0008251877,1.84157281
0.0009102125,1.75345193
0.001003998,1.66954771
0.0011074469,1.58965838
0.0012215549,1.51359182
0.0013474202,1.44116512
0.0014862542,1.37220409
0.0016393933,1.30654292
0.0018083114,1.24402369
0.0019946343,1.18449605
0.0022001553,1.12781687
0.0024268526,1.07384984
0.0026769081,1.02246517
0.0029527286,0.973539313
0.0032569687,0.926954597
0.0035925568,0.882598998
0.0039627229,0.840365855
0.0043710298,0.800153606
0.0048214074,0.761865548
0.0053181905,0.725409607
0.0058661607,0.690698116
0.006470592,0.657647599
0.007137302,0.626178581
0.0078727078,0.596215379
0.0086838876,0.567685945
0.0095786489,0.540521672
0.0105656037,0.514657228
0.0116542513,0.490030425
0.0128550698,0.46658203
0.014179617,0.444255665
0.0156406415,0.422997638
0.0172522055,0.402756824
0.0190298201,0.38348455
0.0209905947,0.365134472
0.0231534016,0.347662466
0.0252418805,0.332969421
0.0253,0.33258675
0.0279068348,0.316672175
0.03078227,0.30151913
0.0339539812,0.287091166
0.0374524958,0.273353597
0.0413114868,0.260273384
0.0455680964,0.247819065
0.050263294,0.235960699
0.0554422705,0.224669766
0.061154873,0.213919115
0.0674560846,0.20368289
0.0744065538,0.193936478
0.0820731781,0.184656442
0.0905297481,0.17582046
0.0998576572,0.167407287
0.1101466856,0.159396689
0.1214958641,0.151769409
0.1340144274,0.144507093
0.1478228652,0.137592289
0.1630540823,0.131008363
0.1798546777,0.124739477
0.1983863551,0.118770565
0.21882748,0.11308727
0.2413747961,0.107675924
0.2662453188,0.102523521
0.2936784244,0.09761766
0.3239381535,0.092946549
0.3573157528,0.088498963
0.3941324781,0.084264204
0.4347426864,0.080232095
0.4795372468,0.076392962
0.5289473021,0.072737613
0.5834484187,0.069257341
0.6435651642,0.065943931
0.7098761558,0.062789628
0.7830196296,0.059787112
0.863699584,0.056929334
0.9526925547,0.054209326
1.05085509,0.051620043
1.159131993,0.049154416
1.278565418,0.046805664
1.410304899,0.044567676
1.555618414,0.042435238
1.71590459,0.040404187
1.892706166,0.038470288
2.087724836,0.036629592
2.302837635,0.034877461
2.540115001,0.033209301
2.801840703,0.031620743
3.090533823,0.030107315
3.408973002,0.028665668
3.760223182,0.027293609
4.14766511,0.025987419
4.575027872,0.024743464
5.046424789,0.023560168
5.566393007,0.022434495
6.139937164,0.021361318
6.772577562,0.02033907
7.470403297,0.01936576
8.240130867,0.018436995
9.089168818,0.017553492
10.02568905,0.016713627
11.05870547,0.015914616
12.28420785,0.015100028
13.54993515,0.01437739
14.94607913,0.013690892
16.60155732,0.012987986
18.31213115,0.012365898
20.19895728,0.011774209
22.28019623,0.011211145
24.74924046,0.010637195
27.10810338,0.010163631
30.11216605,0.009644528
33.44749128,0.009148471
36.89381877,0.008711008
40.69524532,0.008295185
44.88835927,0.007896726
49.5135189,0.007518619
55.00050228,0.00713305
60.66758627,0.006792702
66.91858931,0.006466383
73.81367664,0.006157345
81.41921273,0.005862881
89.80840007,0.005581174
99.75588194,0.005294931
110.8106181,0.005023223
121.3720351,0.004800551
132.9465905,0.004585543
145.6177987,0.004381811
